HomeTeam,AwayTeam,H Shots,A Shots,H SOT,A SOT,H Corners,A Corners,H Fouls,A Fouls,H Yellow,A Yellow,H Red,A Red,League,Match_Result
19,27,22.0,7.0,9.0,4.0,10.0,3.0,8.0,5.0,1.0,0.0,0.0,0.0,0,2
37,57,9.0,10.0,2.0,3.0,7.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0,1
38,45,18.0,14.0,4.0,2.0,8.0,12.0,9.0,9.0,0.0,0.0,0.0,0.0,0,1
42,59,27.0,12.0,17.0,3.0,12.0,4.0,11.0,9.0,0.0,2.0,0.0,0.0,0,1
50,63,9.0,14.0,0.0,4.0,6.0,5.0,8.0,10.0,1.0,3.0,0.0,0.0,0,2
49,53,8.0,27.0,2.0,8.0,1.0,15.0,6.0,6.0,2.0,2.0,0.0,0.0,0,2
37,15,14.0,8.0,4.0,4.0,9.0,4.0,6.0,16.0,2.0,4.0,0.0,0.0,0,1
2,5,6.0,11.0,2.0,4.0,6.0,4.0,13.0,10.0,1.0,1.0,0.0,0.0,0,2
25,42,20.0,9.0,5.0,6.0,8.0,5.0,6.0,15.0,2.0,1.0,0.0,0.0,0,2
59,7,5.0,24.0,3.0,11.0,4.0,7.0,10.0,13.0,2.0,6.0,0.0,0.0,0,0
48,4,11.0,12.0,3.0,6.0,4.0,6.0,16.0,9.0,2.0,3.0,0.0,0.0,0,2
34,5,10.0,14.0,5.0,2.0,0.0,3.0,17.0,14.0,0.0,4.0,0.0,0.0,0,0
3,38,15.0,13.0,3.0,8.0,4.0,6.0,16.0,15.0,4.0,3.0,0.0,0.0,0,0
7,25,9.0,6.0,2.0,2.0,4.0,3.0,15.0,26.0,3.0,7.0,0.0,0.0,0,0
22,12,11.0,18.0,2.0,7.0,2.0,5.0,10.0,13.0,1.0,3.0,0.0,0.0,0,2
28,50,9.0,13.0,3.0,4.0,5.0,5.0,10.0,12.0,2.0,1.0,0.0,0.0,0,1
45,42,12.0,12.0,5.0,4.0,6.0,5.0,14.0,17.0,3.0,3.0,0.0,0.0,0,2
53,15,7.0,5.0,4.0,1.0,5.0,4.0,10.0,10.0,1.0,3.0,0.0,0.0,0,1
57,49,15.0,10.0,6.0,0.0,9.0,7.0,13.0,7.0,0.0,1.0,0.0,0.0,0,1
59,37,19.0,13.0,4.0,4.0,8.0,2.0,12.0,12.0,2.0,1.0,0.0,0.0,0,0
63,19,12.0,10.0,2.0,3.0,7.0,3.0,10.0,9.0,1.0,1.0,0.0,0.0,0,0
27,2,10.0,11.0,5.0,3.0,2.0,7.0,7.0,17.0,0.0,3.0,0.0,0.0,0,1
25,48,14.0,8.0,6.0,1.0,6.0,5.0,13.0,14.0,1.0,1.0,0.0,0.0,0,1
37,27,13.0,10.0,2.0,7.0,11.0,4.0,11.0,15.0,3.0,3.0,0.0,0.0,0,2
2,45,19.0,10.0,11.0,4.0,9.0,3.0,15.0,13.0,1.0,2.0,0.0,0.0,0,2
4,57,13.0,7.0,4.0,2.0,1.0,3.0,13.0,12.0,2.0,2.0,0.0,0.0,0,2
5,3,16.0,11.0,9.0,6.0,9.0,7.0,7.0,13.0,0.0,1.0,0.0,0.0,0,1
15,34,13.0,10.0,3.0,3.0,9.0,4.0,12.0,6.0,1.0,1.0,0.0,0.0,0,2
19,7,11.0,5.0,4.0,3.0,10.0,3.0,15.0,6.0,0.0,0.0,0.0,0.0,0,2
38,28,17.0,9.0,8.0,4.0,5.0,7.0,9.0,12.0,2.0,0.0,0.0,0.0,0,1
49,22,14.0,13.0,6.0,2.0,6.0,5.0,13.0,8.0,2.0,0.0,0.0,1.0,0,1
50,59,9.0,11.0,6.0,5.0,5.0,3.0,12.0,12.0,2.0,4.0,0.0,0.0,0,0
12,53,7.0,16.0,3.0,5.0,2.0,7.0,11.0,14.0,2.0,4.0,0.0,0.0,0,0
42,63,17.0,1.0,6.0,0.0,8.0,0.0,10.0,6.0,2.0,2.0,0.0,1.0,0,1
34,42,8.0,11.0,4.0,3.0,6.0,1.0,17.0,15.0,6.0,4.0,1.0,0.0,0,1
3,19,12.0,13.0,2.0,7.0,8.0,7.0,6.0,5.0,4.0,0.0,0.0,0.0,0,2
7,37,8.0,5.0,2.0,1.0,3.0,4.0,8.0,10.0,1.0,2.0,0.0,0.0,0,0
28,15,8.0,11.0,3.0,4.0,4.0,4.0,4.0,13.0,0.0,3.0,0.0,0.0,0,1
45,4,15.0,13.0,10.0,2.0,7.0,6.0,8.0,13.0,1.0,1.0,0.0,1.0,0,1
48,38,17.0,14.0,5.0,7.0,10.0,6.0,10.0,7.0,0.0,1.0,0.0,0.0,0,0
53,50,13.0,8.0,2.0,3.0,6.0,2.0,15.0,11.0,4.0,4.0,0.0,0.0,0,2
57,12,12.0,6.0,3.0,4.0,6.0,0.0,16.0,13.0,2.0,4.0,0.0,0.0,0,2
59,2,17.0,19.0,7.0,4.0,6.0,8.0,13.0,11.0,1.0,3.0,0.0,0.0,0,0
63,5,17.0,11.0,5.0,4.0,7.0,3.0,8.0,9.0,0.0,1.0,0.0,0.0,0,1
27,49,6.0,11.0,2.0,3.0,7.0,4.0,13.0,9.0,3.0,2.0,0.0,0.0,0,0
22,25,6.0,21.0,4.0,8.0,3.0,8.0,8.0,11.0,4.0,1.0,0.0,0.0,0,1
27,34,11.0,7.0,4.0,1.0,6.0,3.0,7.0,14.0,3.0,2.0,0.0,0.0,0,1
25,19,28.0,18.0,7.0,5.0,6.0,10.0,10.0,12.0,1.0,4.0,0.0,0.0,0,2
53,7,10.0,6.0,2.0,2.0,7.0,4.0,18.0,14.0,3.0,2.0,0.0,0.0,0,0
4,5,10.0,18.0,2.0,3.0,7.0,6.0,15.0,10.0,2.0,3.0,0.0,0.0,0,0
12,45,19.0,16.0,2.0,5.0,11.0,4.0,12.0,13.0,0.0,1.0,0.0,1.0,0,0
37,28,11.0,5.0,4.0,3.0,7.0,1.0,7.0,13.0,3.0,5.0,0.0,0.0,0,2
38,2,15.0,13.0,10.0,4.0,7.0,7.0,7.0,12.0,1.0,1.0,0.0,0.0,0,1
42,3,13.0,7.0,5.0,2.0,9.0,4.0,11.0,13.0,1.0,3.0,0.0,0.0,0,1
48,49,20.0,15.0,7.0,7.0,7.0,5.0,11.0,9.0,0.0,1.0,0.0,0.0,0,1
50,15,10.0,7.0,2.0,3.0,5.0,5.0,8.0,10.0,0.0,1.0,0.0,0.0,0,2
59,22,10.0,8.0,3.0,3.0,3.0,4.0,11.0,9.0,2.0,1.0,0.0,0.0,0,1
63,57,15.0,13.0,3.0,4.0,6.0,4.0,7.0,6.0,0.0,0.0,0.0,0.0,0,2
37,25,15.0,6.0,2.0,2.0,8.0,4.0,13.0,13.0,3.0,2.0,0.0,0.0,0,2
42,19,18.0,13.0,3.0,5.0,7.0,2.0,9.0,9.0,3.0,3.0,0.0,0.0,0,1
63,7,12.0,17.0,4.0,0.0,6.0,5.0,9.0,14.0,3.0,3.0,0.0,0.0,0,1
38,59,13.0,14.0,2.0,5.0,10.0,5.0,9.0,5.0,1.0,2.0,0.0,0.0,0,2
45,34,18.0,9.0,6.0,3.0,4.0,6.0,19.0,12.0,4.0,2.0,0.0,0.0,0,0
48,5,12.0,8.0,2.0,0.0,3.0,3.0,17.0,9.0,4.0,0.0,0.0,0.0,0,1
53,49,9.0,7.0,3.0,1.0,5.0,5.0,14.0,9.0,2.0,3.0,0.0,0.0,0,1
50,57,9.0,12.0,3.0,3.0,5.0,3.0,6.0,13.0,1.0,3.0,0.0,0.0,0,1
3,63,3.0,8.0,2.0,0.0,3.0,6.0,11.0,11.0,2.0,1.0,0.0,0.0,0,1
5,42,18.0,17.0,5.0,7.0,8.0,4.0,9.0,8.0,1.0,1.0,0.0,0.0,0,2
2,50,8.0,13.0,2.0,4.0,1.0,8.0,19.0,12.0,2.0,3.0,0.0,0.0,0,0
7,12,25.0,6.0,9.0,3.0,12.0,3.0,8.0,7.0,0.0,1.0,0.0,0.0,0,1
15,59,10.0,12.0,2.0,4.0,8.0,4.0,14.0,14.0,2.0,4.0,0.0,0.0,0,2
19,4,11.0,11.0,4.0,4.0,2.0,4.0,13.0,16.0,2.0,5.0,0.0,0.0,0,0
22,48,22.0,12.0,13.0,1.0,9.0,5.0,10.0,10.0,2.0,2.0,1.0,1.0,0,1
34,38,9.0,10.0,2.0,4.0,5.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0,0
45,37,10.0,11.0,3.0,6.0,5.0,7.0,19.0,10.0,3.0,1.0,0.0,0.0,0,2
49,25,8.0,13.0,2.0,8.0,4.0,5.0,15.0,5.0,3.0,0.0,0.0,0.0,0,2
57,53,9.0,10.0,1.0,1.0,4.0,7.0,10.0,5.0,0.0,0.0,0.0,0.0,0,1
28,27,6.0,23.0,1.0,8.0,4.0,9.0,12.0,9.0,2.0,1.0,1.0,0.0,0,2
49,45,13.0,12.0,1.0,8.0,4.0,2.0,9.0,12.0,1.0,3.0,0.0,0.0,0,2
22,19,15.0,13.0,6.0,6.0,7.0,10.0,4.0,15.0,1.0,3.0,0.0,0.0,0,0
53,2,12.0,10.0,4.0,3.0,7.0,6.0,7.0,19.0,1.0,1.0,0.0,0.0,0,1
12,63,8.0,7.0,3.0,2.0,3.0,5.0,17.0,18.0,1.0,1.0,0.0,0.0,0,0
27,7,7.0,14.0,4.0,6.0,2.0,5.0,7.0,8.0,0.0,3.0,0.0,0.0,0,2
28,34,16.0,11.0,4.0,5.0,6.0,5.0,9.0,11.0,2.0,2.0,0.0,0.0,0,2
50,4,8.0,16.0,6.0,5.0,3.0,4.0,9.0,10.0,1.0,2.0,0.0,0.0,0,1
57,38,15.0,7.0,2.0,2.0,4.0,4.0,10.0,12.0,3.0,1.0,0.0,0.0,0,1
59,3,9.0,16.0,4.0,4.0,1.0,6.0,13.0,8.0,0.0,0.0,0.0,0.0,0,0
5,53,10.0,8.0,1.0,2.0,2.0,5.0,6.0,12.0,1.0,2.0,0.0,0.0,0,0
15,57,12.0,7.0,6.0,4.0,9.0,8.0,11.0,10.0,1.0,0.0,0.0,0.0,0,1
19,28,17.0,12.0,5.0,6.0,12.0,5.0,9.0,6.0,2.0,0.0,0.0,0.0,0,2
34,48,12.0,10.0,5.0,2.0,4.0,3.0,8.0,13.0,1.0,2.0,0.0,0.0,0,1
38,27,19.0,13.0,7.0,3.0,7.0,3.0,8.0,7.0,2.0,0.0,0.0,0.0,0,1
42,49,16.0,6.0,8.0,1.0,6.0,2.0,11.0,18.0,2.0,5.0,0.0,0.0,0,1
45,59,5.0,16.0,2.0,9.0,3.0,4.0,10.0,11.0,1.0,5.0,0.0,0.0,0,2
2,12,12.0,16.0,5.0,3.0,7.0,3.0,10.0,7.0,0.0,0.0,0.0,0.0,0,1
3,37,8.0,10.0,0.0,5.0,5.0,7.0,14.0,11.0,1.0,2.0,1.0,0.0,0,2
4,22,12.0,11.0,5.0,2.0,9.0,1.0,6.0,6.0,1.0,1.0,0.0,0.0,0,1
7,50,10.0,8.0,6.0,3.0,5.0,7.0,21.0,8.0,2.0,1.0,0.0,0.0,0,0
63,25,9.0,8.0,5.0,1.0,8.0,8.0,7.0,7.0,1.0,1.0,0.0,0.0,0,1
34,49,13.0,5.0,4.0,3.0,4.0,4.0,10.0,7.0,0.0,3.0,0.0,0.0,0,2
2,25,8.0,16.0,3.0,3.0,4.0,5.0,15.0,13.0,4.0,3.0,0.0,0.0,0,0
3,28,13.0,8.0,2.0,2.0,5.0,6.0,10.0,15.0,0.0,1.0,0.0,0.0,0,0
4,12,14.0,8.0,7.0,3.0,7.0,3.0,11.0,12.0,1.0,3.0,0.0,0.0,0,2
5,59,11.0,8.0,4.0,1.0,7.0,3.0,11.0,10.0,0.0,2.0,0.0,0.0,0,1
7,22,14.0,8.0,7.0,3.0,7.0,4.0,11.0,6.0,3.0,2.0,0.0,0.0,0,1
15,48,9.0,9.0,3.0,3.0,5.0,2.0,7.0,5.0,2.0,2.0,0.0,0.0,0,0
19,53,27.0,12.0,14.0,4.0,5.0,7.0,13.0,4.0,0.0,0.0,0.0,0.0,0,1
38,37,10.0,7.0,2.0,4.0,8.0,6.0,12.0,7.0,4.0,1.0,0.0,0.0,0,0
42,50,10.0,7.0,5.0,3.0,2.0,4.0,18.0,14.0,2.0,4.0,0.0,0.0,0,1
45,57,6.0,14.0,3.0,2.0,3.0,3.0,18.0,10.0,1.0,2.0,0.0,0.0,0,0
63,27,13.0,15.0,4.0,9.0,6.0,7.0,12.0,6.0,3.0,2.0,0.0,0.0,0,0
2,57,7.0,12.0,2.0,2.0,2.0,8.0,15.0,11.0,2.0,0.0,0.0,0.0,0,0
4,38,12.0,0.0,3.0,0.0,10.0,2.0,3.0,13.0,1.0,2.0,0.0,0.0,0,0
7,45,22.0,6.0,2.0,2.0,3.0,7.0,6.0,9.0,2.0,1.0,0.0,0.0,0,0
19,34,12.0,6.0,3.0,3.0,2.0,2.0,7.0,16.0,3.0,5.0,0.0,0.0,0,2
53,37,12.0,7.0,5.0,2.0,5.0,3.0,15.0,7.0,3.0,3.0,0.0,0.0,0,1
59,25,5.0,12.0,3.0,7.0,2.0,5.0,6.0,10.0,0.0,0.0,1.0,0.0,0,2
25,4,14.0,4.0,6.0,1.0,5.0,5.0,10.0,14.0,2.0,2.0,0.0,0.0,0,1
12,3,11.0,13.0,4.0,6.0,4.0,5.0,6.0,8.0,2.0,1.0,0.0,0.0,0,2
22,2,9.0,9.0,2.0,3.0,4.0,4.0,8.0,9.0,0.0,2.0,0.0,0.0,0,1
28,63,13.0,7.0,2.0,5.0,5.0,3.0,9.0,10.0,2.0,2.0,0.0,0.0,0,2
37,34,8.0,9.0,3.0,5.0,4.0,2.0,10.0,20.0,2.0,3.0,0.0,0.0,0,1
48,7,13.0,8.0,5.0,3.0,2.0,4.0,11.0,10.0,4.0,1.0,0.0,1.0,0,1
49,15,18.0,11.0,3.0,4.0,8.0,2.0,8.0,12.0,1.0,0.0,0.0,0.0,0,2
50,38,11.0,7.0,3.0,2.0,6.0,2.0,11.0,13.0,2.0,2.0,0.0,0.0,0,2
57,5,10.0,9.0,2.0,4.0,2.0,2.0,15.0,10.0,3.0,3.0,0.0,0.0,0,2
59,19,8.0,12.0,3.0,4.0,1.0,4.0,9.0,11.0,2.0,2.0,0.0,0.0,0,1
27,45,16.0,10.0,7.0,1.0,4.0,4.0,9.0,7.0,0.0,1.0,0.0,0.0,0,1
53,42,8.0,13.0,6.0,4.0,6.0,12.0,17.0,12.0,4.0,1.0,0.0,0.0,0,0
15,22,14.0,9.0,4.0,1.0,3.0,6.0,11.0,10.0,2.0,4.0,0.0,0.0,0,1
63,59,12.0,15.0,1.0,4.0,4.0,7.0,7.0,8.0,0.0,2.0,0.0,0.0,0,2
4,49,11.0,7.0,7.0,2.0,9.0,1.0,15.0,12.0,3.0,2.0,0.0,0.0,0,1
2,37,7.0,16.0,5.0,4.0,2.0,12.0,14.0,12.0,3.0,0.0,0.0,0.0,0,1
3,27,11.0,7.0,2.0,5.0,6.0,2.0,9.0,14.0,0.0,0.0,0.0,0.0,0,2
5,50,15.0,15.0,8.0,3.0,7.0,2.0,14.0,3.0,1.0,0.0,0.0,0.0,0,1
7,57,16.0,8.0,5.0,3.0,6.0,3.0,16.0,11.0,4.0,3.0,0.0,1.0,0,1
15,25,9.0,11.0,4.0,3.0,8.0,9.0,12.0,10.0,2.0,2.0,0.0,0.0,0,2
19,48,10.0,14.0,3.0,6.0,4.0,8.0,10.0,20.0,2.0,3.0,1.0,1.0,0,0
34,22,8.0,6.0,5.0,1.0,7.0,4.0,13.0,16.0,2.0,2.0,0.0,0.0,0,1
38,53,6.0,8.0,2.0,3.0,4.0,2.0,7.0,13.0,0.0,4.0,0.0,0.0,0,1
42,12,16.0,5.0,6.0,1.0,11.0,5.0,9.0,14.0,1.0,4.0,0.0,0.0,0,1
45,28,5.0,11.0,1.0,6.0,5.0,1.0,8.0,4.0,3.0,0.0,0.0,0.0,0,2
22,38,14.0,8.0,3.0,4.0,9.0,1.0,11.0,11.0,1.0,1.0,0.0,0.0,0,2
25,45,25.0,6.0,11.0,2.0,10.0,4.0,5.0,6.0,0.0,1.0,0.0,0.0,0,1
27,15,14.0,10.0,4.0,7.0,12.0,2.0,5.0,9.0,2.0,7.0,0.0,0.0,0,1
49,5,8.0,7.0,5.0,2.0,3.0,1.0,7.0,11.0,3.0,2.0,1.0,0.0,0,1
53,4,13.0,11.0,6.0,4.0,7.0,5.0,15.0,9.0,3.0,2.0,1.0,0.0,0,1
57,34,5.0,12.0,2.0,4.0,6.0,6.0,8.0,11.0,1.0,6.0,0.0,0.0,0,2
12,19,13.0,12.0,4.0,4.0,4.0,4.0,5.0,13.0,1.0,3.0,0.0,0.0,0,2
28,2,6.0,8.0,3.0,5.0,6.0,4.0,4.0,18.0,1.0,0.0,0.0,0.0,0,2
37,63,8.0,8.0,3.0,2.0,2.0,3.0,16.0,8.0,2.0,3.0,0.0,0.0,0,1
48,42,15.0,7.0,4.0,2.0,11.0,3.0,10.0,8.0,3.0,2.0,0.0,0.0,0,0
50,3,9.0,16.0,3.0,7.0,0.0,6.0,7.0,14.0,0.0,3.0,0.0,0.0,0,1
25,27,20.0,6.0,6.0,4.0,12.0,2.0,5.0,9.0,2.0,1.0,0.0,0.0,0,2
12,37,5.0,21.0,4.0,10.0,0.0,13.0,19.0,6.0,2.0,1.0,0.0,0.0,0,1
15,5,11.0,6.0,2.0,2.0,3.0,2.0,15.0,11.0,3.0,1.0,0.0,0.0,0,0
19,2,19.0,6.0,7.0,0.0,3.0,3.0,11.0,14.0,0.0,2.0,0.0,0.0,0,1
22,45,25.0,5.0,5.0,0.0,8.0,1.0,10.0,13.0,5.0,4.0,1.0,1.0,0,1
34,63,6.0,16.0,3.0,6.0,4.0,4.0,13.0,5.0,2.0,3.0,0.0,0.0,0,1
48,50,18.0,13.0,2.0,9.0,5.0,6.0,11.0,5.0,1.0,0.0,0.0,0.0,0,2
49,28,13.0,6.0,4.0,2.0,5.0,2.0,8.0,4.0,2.0,1.0,0.0,0.0,0,0
53,59,12.0,6.0,6.0,2.0,5.0,2.0,18.0,7.0,2.0,0.0,0.0,0.0,0,1
57,3,10.0,8.0,3.0,3.0,5.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,0,0
45,50,16.0,8.0,9.0,4.0,8.0,3.0,17.0,16.0,3.0,2.0,0.0,0.0,0,0
15,19,8.0,11.0,6.0,3.0,4.0,2.0,10.0,6.0,2.0,1.0,0.0,0.0,0,1
38,49,13.0,10.0,8.0,2.0,2.0,5.0,7.0,10.0,2.0,1.0,0.0,0.0,0,1
53,28,21.0,8.0,3.0,1.0,12.0,3.0,11.0,13.0,2.0,2.0,0.0,0.0,0,0
63,4,13.0,10.0,3.0,3.0,3.0,7.0,8.0,10.0,0.0,1.0,0.0,0.0,0,0
59,12,16.0,10.0,6.0,3.0,6.0,5.0,5.0,17.0,2.0,5.0,0.0,0.0,0,1
27,53,12.0,9.0,3.0,6.0,9.0,2.0,5.0,13.0,1.0,4.0,0.0,0.0,0,0
2,49,19.0,12.0,5.0,3.0,2.0,4.0,11.0,11.0,1.0,1.0,0.0,0.0,0,1
3,34,9.0,8.0,6.0,2.0,0.0,7.0,8.0,12.0,0.0,0.0,0.0,0.0,0,1
5,7,15.0,13.0,7.0,7.0,6.0,7.0,14.0,11.0,2.0,1.0,0.0,0.0,0,2
28,25,8.0,11.0,2.0,4.0,1.0,4.0,14.0,15.0,2.0,1.0,0.0,0.0,0,2
37,22,14.0,6.0,9.0,1.0,6.0,7.0,13.0,12.0,3.0,2.0,0.0,0.0,0,1
38,15,12.0,17.0,3.0,5.0,6.0,5.0,14.0,10.0,1.0,0.0,0.0,0.0,0,1
42,57,11.0,19.0,6.0,7.0,5.0,5.0,15.0,14.0,3.0,3.0,1.0,0.0,0,0
45,48,16.0,7.0,6.0,2.0,3.0,5.0,10.0,15.0,0.0,2.0,0.0,0.0,0,2
50,19,12.0,13.0,4.0,4.0,4.0,5.0,9.0,9.0,1.0,5.0,1.0,0.0,0,2
4,42,13.0,14.0,8.0,5.0,5.0,4.0,20.0,11.0,3.0,3.0,1.0,0.0,0,2
7,3,9.0,10.0,5.0,5.0,5.0,8.0,10.0,16.0,0.0,5.0,1.0,0.0,0,1
12,50,10.0,18.0,4.0,4.0,5.0,6.0,20.0,7.0,4.0,1.0,0.0,0.0,0,1
15,45,14.0,5.0,4.0,1.0,7.0,6.0,17.0,10.0,3.0,1.0,0.0,0.0,0,1
48,27,16.0,8.0,4.0,1.0,1.0,2.0,12.0,7.0,1.0,2.0,0.0,0.0,0,0
49,37,7.0,18.0,4.0,5.0,3.0,8.0,9.0,10.0,0.0,1.0,0.0,0.0,0,0
53,63,12.0,13.0,5.0,3.0,3.0,2.0,10.0,10.0,1.0,1.0,0.0,1.0,0,1
19,5,20.0,10.0,4.0,4.0,9.0,4.0,10.0,9.0,4.0,1.0,0.0,0.0,0,0
22,28,11.0,9.0,5.0,2.0,2.0,10.0,9.0,16.0,2.0,3.0,0.0,0.0,0,1
25,38,20.0,8.0,6.0,2.0,6.0,4.0,12.0,14.0,1.0,3.0,0.0,0.0,0,1
34,2,8.0,7.0,4.0,2.0,9.0,4.0,11.0,12.0,1.0,2.0,0.0,0.0,0,1
57,59,22.0,3.0,7.0,1.0,8.0,1.0,7.0,14.0,2.0,4.0,0.0,1.0,0,1
5,12,7.0,9.0,5.0,4.0,6.0,4.0,11.0,4.0,4.0,4.0,0.0,0.0,0,1
28,48,10.0,7.0,2.0,4.0,7.0,4.0,14.0,15.0,0.0,2.0,0.0,0.0,0,2
59,4,4.0,17.0,2.0,4.0,0.0,13.0,9.0,13.0,2.0,2.0,1.0,0.0,0,1
3,53,7.0,9.0,2.0,5.0,1.0,6.0,14.0,8.0,4.0,1.0,0.0,0.0,0,2
2,15,8.0,5.0,1.0,1.0,6.0,0.0,14.0,11.0,2.0,4.0,0.0,0.0,0,2
27,22,16.0,1.0,6.0,0.0,4.0,3.0,11.0,9.0,1.0,3.0,0.0,1.0,0,1
38,48,7.0,4.0,2.0,1.0,2.0,3.0,8.0,8.0,3.0,1.0,0.0,0.0,0,0
59,34,16.0,13.0,4.0,2.0,7.0,4.0,7.0,9.0,2.0,4.0,0.0,0.0,0,2
22,3,16.0,13.0,6.0,4.0,7.0,6.0,4.0,18.0,0.0,4.0,0.0,0.0,0,0
15,42,10.0,6.0,4.0,1.0,3.0,2.0,14.0,7.0,2.0,1.0,0.0,0.0,0,1
2,7,14.0,15.0,7.0,3.0,2.0,9.0,4.0,14.0,0.0,2.0,0.0,1.0,0,2
25,5,19.0,10.0,6.0,4.0,9.0,3.0,13.0,15.0,4.0,2.0,0.0,0.0,0,0
28,59,5.0,15.0,2.0,5.0,1.0,2.0,7.0,10.0,0.0,2.0,0.0,0.0,0,1
34,4,8.0,7.0,2.0,2.0,6.0,5.0,16.0,14.0,3.0,2.0,0.0,0.0,0,0
37,19,9.0,15.0,3.0,5.0,6.0,8.0,10.0,17.0,2.0,1.0,0.0,0.0,0,1
38,63,9.0,6.0,3.0,2.0,2.0,4.0,16.0,13.0,1.0,1.0,0.0,0.0,0,1
48,12,10.0,12.0,4.0,3.0,3.0,6.0,9.0,10.0,0.0,0.0,0.0,0.0,0,0
49,50,16.0,18.0,8.0,3.0,6.0,8.0,19.0,10.0,4.0,2.0,0.0,0.0,0,1
45,53,3.0,20.0,2.0,5.0,0.0,9.0,9.0,13.0,0.0,1.0,0.0,0.0,0,2
27,57,13.0,16.0,5.0,8.0,3.0,5.0,8.0,10.0,2.0,3.0,0.0,0.0,0,0
63,48,8.0,10.0,0.0,3.0,3.0,4.0,13.0,19.0,2.0,4.0,0.0,0.0,0,2
3,45,12.0,10.0,3.0,4.0,3.0,4.0,15.0,12.0,0.0,1.0,0.0,0.0,0,0
19,57,14.0,7.0,4.0,0.0,5.0,5.0,6.0,9.0,2.0,1.0,0.0,0.0,0,1
34,12,8.0,12.0,3.0,3.0,8.0,9.0,11.0,9.0,2.0,2.0,0.0,0.0,0,1
42,2,18.0,9.0,6.0,2.0,12.0,0.0,9.0,15.0,2.0,3.0,0.0,0.0,0,1
49,59,6.0,12.0,2.0,5.0,4.0,3.0,15.0,15.0,3.0,3.0,0.0,1.0,0,0
4,37,15.0,9.0,3.0,1.0,6.0,7.0,14.0,14.0,4.0,6.0,0.0,0.0,0,1
12,15,12.0,16.0,6.0,5.0,3.0,6.0,8.0,10.0,1.0,2.0,0.0,0.0,0,1
42,22,13.0,4.0,6.0,1.0,4.0,2.0,17.0,22.0,2.0,5.0,0.0,1.0,0,1
3,2,11.0,9.0,5.0,4.0,5.0,3.0,9.0,11.0,1.0,2.0,0.0,0.0,0,1
5,38,14.0,9.0,5.0,3.0,6.0,2.0,8.0,10.0,1.0,0.0,0.0,0.0,0,1
7,28,17.0,6.0,6.0,4.0,4.0,7.0,11.0,11.0,2.0,2.0,0.0,0.0,0,2
19,49,21.0,8.0,7.0,3.0,13.0,2.0,12.0,7.0,2.0,1.0,0.0,0.0,0,2
50,27,14.0,19.0,4.0,7.0,4.0,4.0,13.0,11.0,3.0,1.0,0.0,0.0,0,2
53,34,25.0,4.0,7.0,2.0,8.0,1.0,14.0,8.0,0.0,0.0,0.0,1.0,0,1
57,25,6.0,12.0,3.0,6.0,3.0,5.0,7.0,11.0,2.0,0.0,0.0,0.0,0,2
59,48,10.0,9.0,4.0,1.0,2.0,9.0,16.0,11.0,3.0,3.0,0.0,0.0,0,1
63,45,27.0,1.0,6.0,0.0,10.0,1.0,11.0,8.0,1.0,1.0,0.0,0.0,0,1
28,4,14.0,15.0,5.0,4.0,4.0,10.0,11.0,9.0,0.0,3.0,0.0,0.0,0,1
50,34,8.0,16.0,4.0,4.0,6.0,4.0,9.0,13.0,2.0,0.0,0.0,0.0,0,2
25,3,15.0,14.0,11.0,6.0,6.0,5.0,7.0,10.0,1.0,1.0,0.0,0.0,0,1
48,53,12.0,18.0,8.0,7.0,4.0,11.0,6.0,8.0,1.0,2.0,1.0,0.0,0,0
28,57,5.0,22.0,1.0,9.0,7.0,5.0,17.0,10.0,3.0,1.0,0.0,0.0,0,2
15,4,11.0,4.0,2.0,2.0,7.0,2.0,10.0,13.0,4.0,5.0,0.0,1.0,0,2
34,7,15.0,12.0,7.0,6.0,4.0,6.0,7.0,10.0,0.0,2.0,0.0,0.0,0,1
22,53,5.0,8.0,2.0,2.0,1.0,0.0,7.0,13.0,1.0,1.0,0.0,0.0,0,1
25,12,18.0,8.0,8.0,5.0,6.0,4.0,8.0,8.0,0.0,2.0,0.0,0.0,0,1
27,59,11.0,18.0,8.0,11.0,4.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0,0
37,50,10.0,10.0,5.0,4.0,5.0,5.0,11.0,17.0,1.0,3.0,0.0,0.0,0,1
38,42,12.0,24.0,4.0,7.0,7.0,7.0,6.0,8.0,1.0,2.0,0.0,0.0,0,2
45,19,9.0,22.0,4.0,9.0,3.0,8.0,13.0,10.0,3.0,1.0,0.0,0.0,0,2
48,3,15.0,16.0,5.0,3.0,7.0,7.0,10.0,9.0,1.0,1.0,0.0,0.0,0,0
49,63,9.0,12.0,4.0,2.0,2.0,5.0,12.0,12.0,2.0,1.0,0.0,0.0,0,1
50,25,3.0,22.0,1.0,13.0,2.0,11.0,6.0,6.0,1.0,0.0,0.0,0.0,0,2
50,22,9.0,16.0,3.0,5.0,3.0,10.0,14.0,7.0,1.0,2.0,0.0,0.0,0,0
57,48,14.0,6.0,2.0,3.0,4.0,6.0,11.0,8.0,3.0,2.0,0.0,0.0,0,2
12,38,12.0,11.0,8.0,3.0,5.0,3.0,14.0,11.0,4.0,2.0,0.0,0.0,0,1
